"user","sum_step.log","jbsteps30pre.log","other.location","work.location","dec.temperature","sd_steps60","send","jbsteps30.log"
1,9.31766894972871,-0.693147180559945,FALSE,FALSE,11.3,NA,FALSE,-0.693147180559945
1,9.31766894972871,7.06347615397891,FALSE,FALSE,26.6,NA,TRUE,6.79514633459948
1,9.31766894972871,6.49148197215737,FALSE,FALSE,27.5,TRUE,TRUE,6.37927471997743
1,9.31766894972871,7.78966158399446,FALSE,FALSE,32.7,TRUE,TRUE,6.80183905339059
1,9.31766894972871,3.77276093809464,FALSE,FALSE,27.5,TRUE,FALSE,5.95713186802748
1,10.023135514802,-0.693147180559945,FALSE,FALSE,16.3,FALSE,FALSE,-0.693147180559945
1,10.023135514802,6.15379595902543,FALSE,FALSE,28.9,TRUE,TRUE,5.63300229259515
1,10.023135514802,5.33030041240109,FALSE,FALSE,30.2,FALSE,TRUE,6.0294826142955
1,10.023135514802,6.8357220760823,FALSE,FALSE,30.7,FALSE,TRUE,7.17816402276346
1,10.023135514802,7.19029917357779,FALSE,FALSE,32.1,FALSE,FALSE,6.10367653771491
1,9.95849643556693,-0.693147180559945,FALSE,FALSE,16,FALSE,TRUE,-0.693147180559945
1,9.95849643556693,4.01638302075239,TRUE,FALSE,28.1,FALSE,TRUE,4.41279829334063
1,9.95849643556693,7.14716580276022,TRUE,FALSE,30.1,FALSE,TRUE,6.37246618303777
1,9.95849643556693,5.50329694723457,FALSE,FALSE,30.5,TRUE,FALSE,6.25478988805502
1,9.95849643556693,5.86788348533663,TRUE,FALSE,29.4,FALSE,FALSE,4.86368088113959
1,9.47929823542968,-0.693147180559945,FALSE,FALSE,16.3,FALSE,TRUE,-0.693147180559945
1,9.47929823542968,7.30283329420381,FALSE,FALSE,33,FALSE,TRUE,7.0453409419347
1,9.47929823542968,6.76099389758673,FALSE,FALSE,29.5,TRUE,TRUE,7.08044728680025
1,9.47929823542968,6.9191896566078,FALSE,FALSE,29.6,TRUE,TRUE,5.32056797548286
1,9.47929823542968,5.41832015894273,FALSE,FALSE,28.4,TRUE,FALSE,4.73180283692146
1,9.74449182104567,-0.693147180559945,FALSE,FALSE,14.2,TRUE,FALSE,-0.693147180559945
1,9.74449182104567,3.19867311755068,FALSE,TRUE,28.3,TRUE,FALSE,-0.693147180559945
1,9.74449182104567,-0.693147180559945,FALSE,TRUE,29.9,TRUE,TRUE,7.7144543342262
1,9.74449182104567,4.40060302024682,FALSE,FALSE,31.3,TRUE,FALSE,6.27758289758358
1,9.74449182104567,7.82823721547476,TRUE,FALSE,31.3,TRUE,FALSE,8.0685595879067
1,9.6832148763136,-0.693147180559945,FALSE,FALSE,14.2,TRUE,TRUE,-0.693147180559945
1,9.6832148763136,4.19720194766181,FALSE,TRUE,29.6,TRUE,TRUE,5.65073325356639
1,9.6832148763136,-0.693147180559945,FALSE,TRUE,31,TRUE,TRUE,7.98599477784231
1,9.6832148763136,5.51945891519157,FALSE,FALSE,30.6,TRUE,TRUE,5.33513133967075
1,9.6832148763136,7.82744024392431,FALSE,FALSE,32.2,TRUE,FALSE,7.77925782806616
1,10.0583950887325,-0.693147180559945,FALSE,FALSE,16.8,TRUE,FALSE,5.53930083599058
1,10.0583950887325,-0.693147180559945,FALSE,TRUE,30.6,TRUE,TRUE,7.54934597262768
1,10.0583950887325,5.62221082096239,FALSE,TRUE,31.8,TRUE,TRUE,-0.693147180559945
1,10.0583950887325,5.58161484068199,FALSE,FALSE,28.8,TRUE,TRUE,4.98702542845712
1,10.0583950887325,7.13449236580648,FALSE,FALSE,30.1,TRUE,FALSE,6.28692876000182
1,9.60440743513198,-0.693147180559945,FALSE,FALSE,16.3,TRUE,FALSE,6.13880638500591
1,9.60440743513198,5.70544775397526,FALSE,TRUE,26.8,TRUE,TRUE,3.19867311755068
1,9.60440743513198,7.92786533949529,FALSE,TRUE,28,TRUE,TRUE,5.17332087637335
1,9.60440743513198,7.21192566893872,TRUE,FALSE,30.6,TRUE,TRUE,-0.693147180559945
1,9.60440743513198,5.0720439222249,FALSE,FALSE,28.4,TRUE,TRUE,-0.693147180559945
1,9.24802143894387,-0.693147180559945,FALSE,FALSE,16.3,TRUE,TRUE,4.13516655674236
1,9.24802143894387,6.11257537285704,TRUE,FALSE,27.8,TRUE,FALSE,5.52744298953979
1,9.24802143894387,7.27551851990629,FALSE,FALSE,28.3,TRUE,TRUE,7.14005676808111
1,9.24802143894387,7.72643318198929,FALSE,FALSE,30.3,TRUE,FALSE,7.49859284071751
1,9.24802143894387,7.32019600082673,FALSE,FALSE,27.7,TRUE,TRUE,8.02829212506604
1,10.4191514529424,-0.693147180559945,FALSE,FALSE,13.4,TRUE,TRUE,-0.693147180559945
1,10.4191514529424,6.38940138879535,FALSE,FALSE,28.5,TRUE,TRUE,5.21221466749463
1,10.4191514529424,6.11919791361753,TRUE,FALSE,28,TRUE,FALSE,6.5645604966001
1,10.4191514529424,6.19542527900542,TRUE,FALSE,28.1,TRUE,TRUE,6.27758289758358
1,10.4191514529424,3.02042488614436,TRUE,FALSE,27,TRUE,TRUE,5.4743693103284
1,9.71902370267014,-0.693147180559945,FALSE,FALSE,14.6,TRUE,TRUE,-0.693147180559945
1,9.71902370267014,6.75518668033753,FALSE,FALSE,31.5,TRUE,TRUE,7.22000800536812
1,9.71902370267014,6.06726751052348,FALSE,FALSE,33.5,TRUE,FALSE,5.51945891519157
1,9.71902370267014,6.63266032203583,FALSE,FALSE,32.9,TRUE,FALSE,5.88192866003967
1,9.71902370267014,5.72194977861165,FALSE,FALSE,30.2,TRUE,TRUE,5.63300229259515
1,9.65432081631268,3.31418600467253,FALSE,FALSE,16.7,TRUE,TRUE,6.41591495512723
1,9.65432081631268,2.9704144655697,FALSE,TRUE,23.2,TRUE,TRUE,-0.693147180559945
1,9.65432081631268,5.68527900309164,FALSE,TRUE,26.3,TRUE,TRUE,-0.693147180559945
1,9.65432081631268,6.88192451894762,FALSE,FALSE,27.2,TRUE,TRUE,6.73992816833864
1,9.65432081631268,-0.693147180559945,TRUE,FALSE,26.2,TRUE,TRUE,6.7540211790401
1,9.3915780082071,-0.693147180559945,FALSE,FALSE,11.3,TRUE,TRUE,6.12358870003502
1,9.3915780082071,5.37759054744254,FALSE,TRUE,25.1,TRUE,FALSE,5.71538161049955
1,9.3915780082071,2.7408400239252,FALSE,TRUE,24.8,TRUE,FALSE,-0.693147180559945
1,9.3915780082071,5.84788281862996,FALSE,FALSE,0,TRUE,FALSE,5.96742796927974
1,9.3915780082071,6.19746193958722,TRUE,FALSE,25.2,TRUE,FALSE,4.24132675257075
1,9.10886120302633,-0.693147180559945,FALSE,FALSE,10.6,TRUE,FALSE,6.31264183869356
1,9.10886120302633,6.53160622520803,FALSE,FALSE,24,TRUE,FALSE,5.80060665929174
1,9.10886120302633,6.37927471997743,FALSE,FALSE,29.2,TRUE,TRUE,6.33771029555618
1,9.10886120302633,4.1026433650368,FALSE,FALSE,26.9,TRUE,FALSE,2.91777073208428
1,9.10886120302633,6.4289127010692,TRUE,FALSE,24,TRUE,FALSE,7.33400292627283
1,9.58252442551568,-0.693147180559945,FALSE,FALSE,11.4,TRUE,FALSE,5.07829394257007
1,9.58252442551568,4.92362391710663,FALSE,TRUE,22.6,TRUE,TRUE,4.90897164031976
1,9.58252442551568,5.9826760410749,FALSE,TRUE,25.7,TRUE,FALSE,-0.693147180559945
1,9.58252442551568,5.9826760410749,FALSE,FALSE,26,TRUE,TRUE,3.70130197411249
1,9.58252442551568,5.90126627918983,TRUE,FALSE,21.9,TRUE,TRUE,5.97253653722246
1,9.43811319167405,5.33513133967075,FALSE,FALSE,9.6,TRUE,TRUE,6.21160358940189
1,9.43811319167405,6.61807120385968,FALSE,TRUE,23.1,TRUE,TRUE,6.15379595902543
1,9.43811319167405,6.41099691242758,FALSE,TRUE,24.9,TRUE,TRUE,4.99382817577987
1,9.43811319167405,4.59005654817804,FALSE,FALSE,26.7,TRUE,TRUE,4.19720194766181
1,9.43811319167405,4.52720864451838,TRUE,FALSE,22.5,TRUE,TRUE,5.81263687956828
1,9.08885047438847,-0.693147180559945,FALSE,FALSE,16.3,TRUE,FALSE,-0.693147180559945
1,9.08885047438847,6.95797299514275,FALSE,FALSE,24.8,TRUE,TRUE,6.83141404572541
1,9.08885047438847,7.08128832974301,FALSE,FALSE,24.1,TRUE,TRUE,6.55179436577706
1,9.08885047438847,6.62073965107352,FALSE,FALSE,26,TRUE,TRUE,6.40274604053759
1,9.08885047438847,5.86220971125072,FALSE,FALSE,23.4,TRUE,FALSE,6.13664655695248
1,10.0098275883075,-0.693147180559945,FALSE,FALSE,18.5,TRUE,TRUE,-0.693147180559945
1,10.0098275883075,3.38439026334577,TRUE,FALSE,24.3,TRUE,FALSE,5.87633423985435
1,10.0098275883075,5.91215074038826,TRUE,FALSE,28.6,TRUE,TRUE,3.83945231259331
1,10.0098275883075,5.61130162186204,FALSE,FALSE,26.8,TRUE,TRUE,6.90525214876402
1,10.0098275883075,5.38678601453564,FALSE,FALSE,24.6,TRUE,FALSE,6.11699526955519
1,9.35478697634121,-0.693147180559945,FALSE,FALSE,19.8,TRUE,TRUE,5.75415868198127
1,9.35478697634121,6.56596894753716,FALSE,TRUE,25.4,TRUE,TRUE,6.40440167005485
1,9.35478697634121,-0.693147180559945,FALSE,TRUE,23,TRUE,FALSE,5.21764946348058
1,9.35478697634121,5.99520753338682,FALSE,FALSE,23.8,TRUE,FALSE,5.22305488204749
1,9.35478697634121,7.03041529171802,FALSE,FALSE,24.4,TRUE,FALSE,6.5035393902744
1,9.03109408169916,-0.693147180559945,FALSE,FALSE,17.5,TRUE,TRUE,5.89852655144871
1,9.03109408169916,5.33030041240109,FALSE,TRUE,24.1,TRUE,FALSE,6.36043854663373
1,9.03109408169916,-0.693147180559945,FALSE,TRUE,24.9,TRUE,TRUE,-0.693147180559945
