"fit_gee.coefficients","names"
2.11407544916057,"(Intercept)"
-0.0153274973876091,"sum_step.log"
1.89501918959059,"jbsteps30pre.log"
-0.358744771261834,"dec.temperature"
-0.390022349169307,"sd_steps601"
-0.416052759184088,"home.location1"
-1.148552303614,"send1"
1.65147781651884,"sd_steps601:send1"
1.68350252054613,"send1:home.location1"
-0.0365490162437903,"dosage:send1"
0.119332191153023,"dosage"
