"fit_gee.coefficients","names"
2.24045201563027,"(Intercept)"
-0.32783185681945,"sum_step.log"
0.551524418246872,"jbsteps30pre.log"
0.939816851197056,"dec.temperature"
1.01701303852071,"sd_steps601"
-0.354667311198575,"home.location1"
2.12923258579574,"send1"
-1.41202131884767,"sd_steps601:send1"
-0.76863164674775,"send1:home.location1"
-0.158642869341578,"dosage:send1"
0.0791268067612476,"dosage"
