"fit_gee.coefficients","names"
4.90155915560296,"(Intercept)"
-0.678784520185044,"sum_step.log"
0.903213076248159,"jbsteps30pre.log"
0.73521143111154,"dec.temperature"
-0.318228804455676,"sd_steps601"
0,"home.location1"
-2.10309142391095,"send1"
0.743155691858864,"sd_steps601:send1"
0,"send1:home.location1"
0.183034004234153,"dosage:send1"
-0.174120813895639,"dosage"
