"","fit_gee.residuals"
"231",2.23016065725899
"232",0.161890647001225
"233",2.48694091631517
"234",-2.39995548781516
"235",1.56361549669487
"236",-0.946003511732278
"237",1.41957283691772
"238",1.72785348539809
"239",-2.30516737178606
"240",1.40049086950992
"241",-4.20467492963446
"242",4.10729144957672
"243",-4.86154190522671
"244",-2.58892588569289
"245",-2.62492772933017
"246",-4.36863650964744
"248",-2.25736183559015
"249",2.11410125460324
"250",-2.24438146055977
"252",4.15382625095043
"253",2.82728117080607
"254",5.53022178559135
"255",-0.751784625232561
"256",4.32136919343221
"257",0.361963474436105
"258",-2.52227590198126
"259",4.92757314722905
"260",-1.17748869797272
"261",3.05673144490942
"263",1.53115867856542
"264",-4.50978898898533
"266",-4.44170981296804
"267",1.34640404470938
"268",2.31426586352178
"269",-2.54534592042285
"270",1.60086487879729
"271",-2.58369276383077
"272",1.61943609505476
"273",0.146198211444044
"274",1.73027682442932
"276",5.36402071782223
"279",-2.45427142037395
"282",-2.52475944480208
"283",-2.49546058339677
"284",2.45878457502947
"285",-1.31424650476976
"286",-2.2095948534669
"287",-2.21808171497509
"288",2.74016278480784
"289",-2.25619502861232
"290",4.07278335911601
"291",-0.179192504755358
"292",-4.12503368701268
"293",0.278755777298691
"294",-2.30376976722475
"295",-4.10188219545637
"296",2.35595959098569
"297",-2.32647505225773
"298",-0.430871176452137
"299",2.61717872154843
"300",0.575080367302272
"302",-0.369758903763725
"303",5.89937659125812
"304",-2.77667529486947
"305",0.409519116448483
"306",-0.131538022976915
"307",1.13646232518236
"308",-2.41414233021405
"309",-2.05888558894926
"312",-4.62740456934219
"313",0.626004847383747
"314",-2.53920097504508
"316",-2.56005188081956
"317",5.36285766311805
"319",-2.70781970438039
"320",-0.479200979549427
"321",-5.18836243369842
"323",-2.37314907464228
"324",-2.54209915563486
"325",3.2695799586145
"326",-2.5789834162481
"327",-2.25114409222553
"328",-4.46226671797789
"334",-2.40903250084758
"335",3.92797074559641
"336",2.29313051168767
"337",1.98631276515658
"338",-2.17258807629882
"339",-2.38954750978647
"341",-0.204492740990079
"342",0.99008487410478
"343",2.12643524965834
"347",-2.3158696519323
"349",-2.81860001083628
"350",2.66676862319438
"351",-1.48314136436276
"352",-0.321231584775384
"353",2.38174189240454
"354",1.90986283347529
"355",3.77354029388373
"356",1.49858639995479
"359",-2.7421554210872
"360",-2.74842879522451
"361",5.4444693534436
"362",-2.66417911864731
"363",-4.11120052962666
"366",-1.08156571334895
"367",-2.63380956753938
"368",-2.59999013185052
"369",-2.61716728108085
"370",-5.21510876787198
"371",-2.69676606044937
"372",-5.09410337223757
"373",3.81394455889715
"374",-4.69765968696885
"375",3.73954393494734
"377",1.01380635147263
"378",1.76240332828017
"379",-2.59858048374076
"380",2.03507605387974
"381",-2.6683215534323
"382",-2.59289969542056
"383",3.3530795369063
"384",-2.59598274953507
"385",-5.23950086846542
"386",-2.5742448870649
"387",-5.08822723419277
"388",0.761430450376791
"389",-2.40897140469954
"390",2.9531132547684
"391",-2.48591498900009
"392",3.84797775801895
"393",2.95677550687734
"394",-2.45683753664224
"395",3.25402737610605
"396",0.108335885071867
"397",-4.61455624403315
"398",-1.33585199053965
"399",-3.98682501460448
"400",-4.20449160033554
"401",-1.24741799966139
"402",2.49856572131769
"403",-1.25369316914285
"404",3.56956261793621
"405",3.78345496768149
"406",2.91188151577499
"407",3.62216762594894
"408",-5.48324283507003
"409",-4.38053966504899
"410",1.68782793169913
"411",-2.24283026819066
"412",-2.22493851695732
"413",3.39232932324786
"414",3.24842348591449
"415",-2.20573291998302
"416",-2.22913065966282
"417",-4.73265347267319
"418",1.71011264317192
"419",0.493126342449954
"421",-4.0732856289111
"423",-2.30971601793135
"424",-2.07391655850573
"425",-4.25915145855284
"426",3.9129390717934
"427",-4.84501146289819
"428",2.4930433229881
"429",-2.55965987095948
"430",2.78194912628164
"432",1.97580420586618
"433",2.47147270052093
"434",-2.51073457602451
"435",-4.30607550815125
"436",0.594319800663996
"437",1.04299250588909
"438",-5.29801075289559
"439",-2.2455542882308
"440",1.77270634368682
"441",3.37589940127454
"442",-3.98734055471388
"443",1.9413663970956
"444",2.8924681576506
"445",1.99076945931257
"446",-2.27044621453253
"447",4.45034658446858
"448",3.55475071895381
"449",-2.54399682628058
"450",-5.04690637556812
"451",-2.1984729709063
"452",-5.15341115133565
"453",0.178841070285926
"454",0.0982741942651697
"455",1.06325334661566
"456",0.965021266070849
"457",-0.721269404051633
"458",1.07190178635189
"459",-2.63287672583424
"460",-4.80575623466208
"463",3.4237165300571
"464",1.05295815674464
"465",-4.62324974317099
"466",-0.381949755031709
"467",-0.196915030794901
"468",2.89840271170876
"469",-2.90046200200643
"470",3.45728988838908
"471",-5.06737994513529
"472",-5.03847762140303
"473",-2.72657546749574
"474",2.96321048238412
"475",-2.23834932266716
"476",-2.21539529094291
"477",-4.61255871657693
"478",-2.19722642471277
"479",-2.31731543124051
"480",-2.31670991155887
"481",-2.31104983226013
"482",3.74042216928552
"483",-0.849562726278704
"484",4.10887009434071
"485",1.62281907998628
"486",-2.25127326435427
"487",-4.75750938873542
"489",-2.2847016741967
"490",1.23566511944815
"491",3.04269160255301
"492",-5.13766899883738
"493",1.54299935474235
"495",2.59457394136023
"496",-1.50946141417923
"497",-1.50849623140065
"498",1.94527651553156
"499",-2.50803555770528
"500",-2.53174771335885
"501",2.32684188876096
"502",0.479749422878235
"503",1.83306343224085
"504",-2.39571770447509
"505",-2.41947681134529
"506",-2.44819213922342
"507",-2.3520852110127
"508",-2.32764219923413
"509",-0.0714890662817229
"510",-4.53876531721799
"513",-2.53946001010051
"514",-2.52491503922783
"515",2.82831267026676
"516",-3.73739416888419
"517",0.640638968951717
"518",0.253835742229209
"519",-2.68889880285475
"520",-2.60682208749763
"521",-2.61767912658945
"522",-4.59460922484862
"523",3.24259018819076
"524",-2.34603218206199
"525",-5.42438177579547
"526",-5.20633930656445
"527",0.898999031576291
"528",2.7397460739278
"532",-2.63129063456504
"534",3.82279890813217
"535",4.28512416739125
"536",-4.07764349258624
"537",4.79255850644516
"538",4.07633961019418
"539",-2.78833576670876
"540",4.90806775479298
"541",3.99427368669234
"542",2.05309033639497
"543",2.7274178394771
"544",-5.00419965185284
"545",1.05359295828318
"546",-5.37614200241717
"547",1.4765820405559
"548",-2.60134411706831
"549",5.1569380377239
"550",5.18844847730444
"551",-2.3625877005951
"552",1.20616609909812
"554",0.474631849759981
"555",2.61819614405494
"556",2.23406196383109
"557",1.40966530857074
"558",4.55844260177388
"561",2.25498405419386
"562",1.15256042908485
"563",-0.233342283758878
"564",-2.69919720810177
"565",-4.53033616204852
"566",-4.54385878162598
"567",0.577997350668335
"568",3.09635656301127
"569",-2.47172678858548
"570",0.652979767043188
"571",-4.88884413456526
"572",1.67260376993376
"573",6.01338470683461
"574",-2.62141469180591
"575",-4.7274954171101
"576",-5.67370340606467
"579",-2.75393204102356
"580",-2.45931607842206
"581",0.165284454199653
"582",0.931165987764167
"584",-2.68846899478737
"585",5.64231279485963
"586",2.31452868469574
"587",2.37428510609709
"588",1.26602994007253
"589",-3.10170536775663
"590",-0.212390635341554
"591",2.10046035605959
"592",3.03140744478747
"593",4.11755948156935
"594",2.45505649942933
"595",-4.51750826902709
"596",1.6452111369637
"597",2.37293488989811
"598",0.912901446248285
"599",-2.7337295123709
"600",2.00722912470718
"601",1.57584844254491
"602",0.489946494114499
"603",-0.437516121572468
"605",0.03573246105173
"606",4.39112725130493
"607",3.21288475572965
"608",1.64660915981333
"609",-2.51706973868858
"610",1.96864485534058
"611",0.857312296727719
"612",1.79775586546056
"613",1.48032183546874
"614",-2.33034479124374
"615",-0.26973124713795
"616",-2.37153480436312
"617",-4.97364012777947
"618",2.25155152489737
"619",-2.38099033296807
"620",-1.37843525146938
"621",2.37307188435507
"622",2.06658776990356
"623",1.4258757185109
"624",5.70291347083559
"625",-2.62549251848403
"626",0.922273013583061
"627",2.16126966032422
"628",0.447091173778815
"629",5.65649717999522
"630",-4.59675767418874
"631",-0.379294058083267
"632",0.128267433391305
"633",-2.6585294319926
"634",-2.51855941141728
"635",3.48789594638821
"636",-2.67330413933613
"637",0.470368165836974
"638",2.35977181165262
"639",3.5958662231979
"640",2.38913495831843
"641",-5.22034453920289
"644",-2.56430347575366
"645",0.0611952585807947
"646",1.11015818179193
"647",1.16236360100842
"648",1.24317721378321
"649",2.40579315221763
"650",-3.02821800498353
"651",-1.4785228689559
"652",0.028960450358718
"653",2.53783084928838
"654",-2.44108951882804
"655",2.56282881353353
"656",2.36789898991599
"657",-0.942598022048956
"658",2.33721917524127
"659",-2.68581095548975
"660",4.18921658906114
"661",-0.312715140505634
"662",-0.703380195294314
"663",5.1161771795562
"664",-2.46492709840143
"665",3.65085679171499
"669",-2.45616148026464
"670",-0.025839674552393
"671",0.0376732655155161
"672",1.94735172446906
"673",0.638722176595025
"674",1.00528569456473
"675",0.885694330712882
"676",0.124582062055427
"677",1.75705252237974
"678",1.59742577912447
"679",-2.67426570597986
"680",1.3017857428213
"682",0.444354227179374
"683",-0.342380340120187
"684",-3.00261554253757
"685",2.93268341406231
"686",0.733127971916687
"687",-3.07658405888999
"688",-0.846229449029653
"689",-2.41063503626745
"690",2.03897429294744
"691",0.300587668605425
"692",3.02038119540648
"693",1.93438217558262
"694",-2.77624180205682
"695",1.19912519593324
"696",2.48716719733468
"698",2.24998728244257
"699",-0.777982393446107
"700",0.76090673397552
"701",1.59357466288308
"702",0.318983351024942
"703",0.478146087134379
"704",-2.57514394195939
"705",1.61532229420194
"706",1.19405288578975
"707",2.91629936416635
"708",0.369172618488924
"709",-2.45655167339371
"710",0.916541266422371
"711",0.526927976316877
"712",1.66550335983641
"713",1.84174315527865
"714",-2.53479507097695
"715",0.391427573252221
"716",2.22843865634444
"717",1.64416822187356
"719",-2.49225246338248
"720",6.00258190630877
"721",2.07649077322902
"722",1.50623974956945
"723",2.26175878941731
"724",-2.45452720902524
"725",1.16168421790598
"726",-0.331865482994784
"727",1.83062540087828
"728",0.44315845216536
"729",-2.45794147231261
"730",-2.50369333159082
"731",-2.52041983736886
"732",-2.708765848666
"733",-2.70885678026762
"734",-2.44417556979025
"735",1.28955016940831
"736",2.43006018755688
"737",-2.42352967411657
"738",-2.38774419307461
"739",-2.48382697105193
"740",-5.32667009908267
"741",-5.5669535262319
"742",3.47529788029563
"743",2.44904792025842
"744",-2.70432053136538
"745",1.94114111098675
"746",-5.01505798561784
"747",-5.27261803747875
"748",1.95164850431338
"751",2.27140478420683
"752",1.88676848837658
"753",0.869442385224818
"754",-2.59224267172169
"755",-2.47243755327785
"756",-2.4863981448476
"757",-2.47821965005385
"758",-2.63217000464396
"759",-2.44858723539191
"760",-2.52776084169959
"761",-2.41816911908894
"762",3.4417932943662
"763",-2.37450966701184
"766",2.75981398413546
"767",1.92689343427442
"768",-0.286239866777514
"769",-2.58373195161595
"770",-2.66143428435924
"771",-2.62049733995586
"772",-0.443544080045689
"773",1.59616398821314
"774",3.53958297408585
"775",1.6390624532265
"776",1.01356174498556
"777",0.695447135084623
"778",4.7473047880681
"779",1.92289383785291
"780",0.894918640991716
"781",-5.27517218435049
"782",1.95700561400843
"783",1.34434450329692
"784",-2.55720407633126
"785",-2.58961888977234
"786",-2.60668390641816
"787",2.37302402361066
"788",2.29347818647602
"789",-2.2583500619639
"790",-2.38945677928319
"791",-2.41181529110169
"792",0.781536317872999
"793",-0.477967060537846
"794",-2.14011125913197
"795",3.82366086639306
"796",-2.16544806379493
"797",1.47168506660333
"798",-2.24202830628777
"799",1.2632396970098
"800",3.87893942022736
"801",-5.59500074891757
"802",-2.26687567509208
"803",1.08501930974336
"804",-2.45145041830079
"805",-5.27286136988521
"806",4.68646594004393
"807",1.35852927707096
"808",2.94462776484698
"809",2.11217280732024
"810",-2.52439460434875
"811",1.50213875266756
"812",0.581672599133619
"813",-0.119735553801978
"814",3.81058573219353
"815",-2.62959994406791
"816",-5.36907985992965
"817",3.30652067605436
"818",0.581057994864245
"819",-2.31034888276398
"820",0.743658965058989
"821",-2.35498435601504
"822",-4.2401667597124
"823",-2.47952041822897
"824",4.46488851458647
"825",2.21610755724185
"826",1.41999828091284
"827",1.33716237901631
"828",0.581597147910625
"829",1.11697588913703
"830",-1.25300367589145
"831",-2.57129157566946
"832",1.2508931802119
"833",1.89747100832251
"834",2.84358608965706
"835",0.998408559172463
"836",2.24714558074127
"837",-2.42609518074346
"838",-0.667358499324215
"839",-2.54638688228206
"840",2.4181822120676
"841",-4.09086422587905
"842",-2.7692598870883
"843",0.207897499781077
"844",1.59805890186263
"845",-2.54985748027347
"846",-2.54719324817057
"847",0.756293787427917
"848",-0.0296427366846101
"849",-4.46245624493908
"850",0.62437875356723
"851",2.07883966407828
"852",-0.89410103785043
"853",1.01652171852705
"854",-2.64273440558299
"855",-2.71787319911834
"856",1.28642627313607
"857",1.20580226147726
"858",-0.69741070152114
"859",-2.56654003732464
"860",-2.63579820965147
"861",-2.63880800682004
"862",-0.203477952509307
"863",1.40209789456491
"864",-3.58569109013974
"865",-4.54736218323758
"866",-4.84817183259086
"867",-1.90628879727891
"868",4.677246025061
"869",2.6963084358611
"870",-4.66731090702883
"871",2.34776709147023
"872",1.25906535993899
"873",-5.2386294468362
"874",1.96862156247161
"875",-2.43930878473724
"876",3.24875970227203
"877",4.37396550957685
"878",-0.0659707402719905
"879",-2.77587655901372
"881",1.62597040226039
"882",0.881085852941436
"883",-2.5356579810354
"884",-2.4841870369278
"885",1.43635561398882
"886",-1.36103552030996
"887",3.96177807450146
"888",-2.52125380295736
"889",-2.47407303023134
"890",-2.47466890927392
"891",1.70847536235737
"892",0.735724112954523
"893",2.73245436959682
"894",-2.30316711375441
"895",-2.25382924731436
"896",-2.23869837014808
"897",-2.34372066601669
"898",-2.18747703121597
"899",-1.68682537257259
"900",4.56617593150704
"901",-5.01814417930508
"902",-1.8733172338507
"903",-1.72964969050611
"904",-2.34711550766987
"905",-2.37515793806172
"906",-2.3674454861287
"907",-2.37400495430283
"908",-2.27739209596687
"909",-2.31468692387435
"910",2.21927169387068
"911",-2.22724479139933
"912",2.35511528707306
"913",-2.17210493056598
"914",-2.3022913870337
"915",0.768092195558487
"916",1.13378422562699
"917",-5.72082351724421
"918",-2.52807678735628
"919",-2.43412414881138
"920",-2.34300975674181
"921",-2.32967540939644
"922",0.928356728563551
"923",1.14914888121487
"924",-1.92140149305298
"925",-3.94441352915939
"926",2.73679270644845
"927",1.22062968271718
"928",0.59330679352561
"929",4.91023981609914
"930",5.10374112334823
"931",-2.47457329134615
"932",-5.0348961963976
"933",-2.40079557042345
"934",-2.29496719121934
"935",-1.4993623849326
"936",-5.16310231682495
"937",-2.34890720451707
"938",-2.48148305793184
"939",2.27907293914496
"940",1.15018215656598
"941",2.39498553203651
"942",1.52190577515705
"943",-2.42879692971833
"944",1.58712209739263
"945",-4.46297083335407
"946",3.67122760265991
"947",-4.75692792882124
"948",-2.45242559497226
"949",5.00420420516144
"950",-3.73564560583312
"951",3.82576625048282
"952",2.13939451315401
"953",1.82379209287378
"954",-2.5193343211118
"955",-4.02064510970516
"956",-2.55035646852626
"957",5.54198747522947
"958",0.573196105629531
"959",-2.64120594216409
"960",-2.34349654638897
"961",-2.3357894070426
"962",-4.81734511817488
"963",0.899266963281756
"966",-0.839610501908735
"967",1.17807416889593
"968",4.73052375696336
"969",-0.219197697535305
"970",-5.10747725929621
"971",-2.68318946834026
"972",-2.66120605483594
"973",1.31354517534141
"974",1.62838468592529
"975",0.762445251206936
"977",0.602356453472527
"978",1.97883088727147
"979",0.926094659866551
"980",0.655911842137569
"985",-5.60961061903203
"986",1.8600948991954
"990",1.70044022383649
"991",-5.09132489308331
"992",1.07587760016662
"993",-2.85395285262129
"994",3.93305524460425
"995",-1.4508139788247
"996",1.05920956101927
"997",1.88763911233963
"998",0.606096353727316
"999",1.27152147644189
"1000",1.76335602586678
"1001",0.964938831504381
"1002",0.639924041544706
"1003",-2.72236850034592
"1004",-0.989611636780205
"1005",3.94938532891931
"1006",-2.48784645213462
"1007",-4.9250760955797
"1008",-2.44381090604835
"1009",2.17941760898113
"1010",4.55472740040682
"1011",4.54430112457833
"1012",-0.820763896181782
"1013",2.84755015863512
"1014",-2.50186611344758
"1015",0.147905241055253
"1016",3.66964721294784
"1017",-6.02739193580263
"1018",5.14677273208988
"1019",-2.56559420445309
"1020",0.397637269574663
"1021",1.65237369088715
"1022",-0.0877604687417621
"1023",0.617518419917009
"1024",-2.56021139786244
"1025",2.05922820698544
"1026",1.78351007248244
"1027",0.97289517647619
"1028",-2.61456569944025
"1029",-2.44293998344163
"1030",-5.57370903752217
"1031",1.11962053254959
"1032",-2.56603927472618
"1033",1.97272715700945
"1034",-2.54756001701492
"1036",-4.3161757836794
"1037",0.885282813619959
"1038",-4.98948572606443
"1039",-4.22810390665849
"1040",-2.54443990946868
"1041",0.75426918498024
"1042",0.748880419485668
"1044",-0.07122972476553
"1045",1.55016288095811
"1046",0.546157169149269
"1047",2.37790054742477
"1048",1.86942009396924
"1050",1.85257250405385
"1051",1.35322374373201
"1052",2.21341527569354
"1054",-4.1733983448171
"1055",2.0220379848183
"1056",1.193993918733
"1057",0.553620691088545
"1058",3.58931384854471
"1059",-2.60901947317711
"1060",2.08377336444234
"1061",2.48992639984056
"1062",2.62520249281161
"1063",1.8555712848757
"1064",2.8241272458719
"1065",-2.64722601796764
"1066",-0.28761673238734
"1067",5.01970721123887
"1068",-5.0752020099026
"1069",-2.20107362021322
"1070",1.57701342298235
"1071",-0.671675436218414
"1072",3.70833608767958
"1073",-0.052304240933414
"1074",2.20813751876667
"1075",-2.26652691774846
"1076",-0.867446480153069
"1077",-5.57287681725407
"1078",3.48247025734944
"1079",-4.18406794645629
"1080",1.48058029642077
"1081",-0.251331189629056
"1082",1.07058187436711
"1083",1.59327774182837
"1084",1.15024666216803
"1085",1.12458983623469
"1086",2.3425115831098
"1087",-0.111709694674472
"1088",4.16913869722726
"1089",4.80353685687866
"1090",1.71452759190232
"1091",-5.14217562590097
"1092",1.26563799147265
"1093",2.92024977651285
"1094",2.45667763598581
"1095",0.574618099849009
"1096",0.220994483463649
"1097",1.95614330476563
"1098",0.798570753162076
"1099",-2.63388209279201
"1100",3.39082721473987
"1101",0.15209660242264
"1102",1.8780581751052
"1103",-0.773297742321056
"1104",1.44428230489909
"1105",2.0505833278957
"1106",0.206897656512132
"1107",1.08153734293711
"1108",-4.68081926310339
"1109",1.10294239559566
"1110",1.74698222427621
"1111",2.10678184561948
"1112",-0.59452402529664
"1113",1.97498242006611
"1114",1.02337972605467
"1115",2.50000327950894
"1116",0.841245921452652
"1117",-0.557687420763732
"1118",1.92427318222608
"1119",3.53186169696448
"1120",-2.7086485981579
"1121",-3.72723167104341
"1122",0.880727210310547
"1123",-1.11986777595868
"1124",0.82647009962029
"1125",0.64773495577983
"1126",1.10822067648481
"1127",-2.70299113281703
"1128",0.277988872079207
"1129",-4.44643865320834
"1130",3.39034100905957
"1131",2.99821290175662
"1132",2.25008967437073
"1134",1.07268609435879
"1135",2.11936386568897
"1136",2.08327396885538
"1137",3.30276464586988
"1138",-1.11709775046963
"1139",2.28163486674082
"1140",1.44723466126631
"1141",1.03490887159623
"1142",1.46089438963822
"1143",1.48837204628403
"1144",1.72001136479823
"1147",1.43027105469425
"1149",0.68282121720597
"1150",-2.70161430724417
"1151",-4.20196785888777
"1152",1.26682495174891
"1153",0.797536204352526
"1154",-0.776577551917495
"1155",-2.26479613741145
"1156",-2.57860270748919
"1157",4.26607634225615
"1158",0.522534964202488
"1159",2.59840604354587
"1161",0.907428258063693
"1162",-4.41075643843586
"1163",-2.61912979526764
"1164",-2.60946388351629
"1165",-2.4867116755746
"1166",-2.68741859406211
"1167",3.89388650802089
"1168",0.89477350256999
"1171",1.88340905292745
"1172",5.04608933105628
"1173",1.81709191069788
"1174",-5.02797886684623
"1175",-2.54764294135879
"1176",-0.456732193798699
"1177",0.809655185267746
"1181",0.776854727970488
"1182",1.05426246576104
"1183",-4.77415094952013
"1184",-2.5195898862872
"1185",1.53765098632976
"1186",-5.76521866932874
"1187",3.22111721494339
"1188",0.51338491771619
"1189",3.52349055512048
"1191",-2.65674762626201
"1192",-4.60016726730254
"1193",2.14811144730847
"1194",1.23878726292686
"1195",-2.26511713451087
"1196",1.04190472181773
"1197",1.70173173462115
"1198",-2.60514615091969
"1199",-2.46991630815036
"1200",-2.52981469089408
"1201",0.692155442045442
"1202",0.499411166020844
"1203",-5.36688807079754
"1204",0.499120910570801
"1205",-2.17939046716521
"1206",3.68569206956915
"1207",-4.39586560152568
"1208",2.40051969039021
"1209",2.956250278572
"1210",-2.4581826486413
"1211",2.72785557533208
"1212",1.56127955087426
"1213",0.0895962282155436
"1214",0.660720359389373
"1215",-2.3927792218325
"1216",0.948776837509902
"1217",-4.72584544824283
"1218",1.40506627082573
"1219",-5.15603948767039
"1220",-2.38211896736913
"1221",1.98780985786753
"1222",-2.73858157596652
"1223",0.195870306676341
"1224",1.34523753485856
"1225",-2.32002336338807
"1226",0.941074764141001
"1227",1.1596022440369
"1228",-2.42951356648676
"1229",-0.978732167101769
"1230",-2.28148747081112
"1231",2.28231110197506
"1232",1.67506526364845
"1233",1.12183904047643
"1234",1.77472117426194
"1235",-2.42949043372589
"1236",1.86328287744432
"1237",-5.64668963695747
"1238",0.487529094391329
"1239",-2.45896876641062
"1240",2.6497994733127
"1241",-4.34129439023765
"1242",1.47350410778479
"1243",-0.778614837306479
"1244",-4.83247488584371
"1245",-2.3152577997024
"1246",-4.68959461566412
"1247",-2.24962401262731
"1248",1.01727273391278
"1249",-1.23865281336425
"1250",3.73568480482605
"1251",0.287371334040092
"1252",3.9232935950349
"1253",1.60943815796517
"1254",-1.61203520913576
"1255",-2.37170264084479
"1256",-3.72080459281524
"1257",1.51379768854298
"1258",1.703203796831
"1259",0.685503105303851
"1261",1.76320477724232
"1262",1.24409692541746
"1266",1.53064378403517
"1267",-5.22479224039814
"1268",0.255492512754809
"1269",0.187024030047598
"1270",-2.41565862242718
"1271",1.81227472203122
"1272",-0.487940125699406
"1273",-1.23353458182331
"1274",1.41627753789157
"1275",-2.27516663452848
"1276",-5.46355133304922
"1277",-2.53334570953947
"1278",1.66158946109507
"1279",2.21372576502315
"1281",2.89332140767508
"1282",-2.10348963320546
"1283",1.59756030403274
"1284",4.37578434183893
"1285",2.0639402073016
"1286",-2.70818670247749
"1287",-3.57509695394445
"1288",0.940170177574433
"1289",-2.45479734969063
"1290",-2.25063422171244
"1291",-2.29049392414115
"1292",2.20372627572001
"1298",-1.01717826600915
"1299",1.37521692206425
"1300",-2.71821811055631
"1301",-0.0144381572144807
"1302",2.1026107623827
"1303",4.11542348055838
"1304",-4.33127933808253
"1305",-2.18929697214263
"1306",0.826575679141125
"1307",0.338146274796922
"1308",1.41470202377624
"1309",0.412661618639538
"1310",-2.45732634515241
"1311",1.00831852573811
"1312",0.786570136823681
