"fit_gee.coefficients","names"
-0.422851935809789,"(Intercept)"
-0.0156054190483201,"sum_step.log"
0.114981678376638,"jbsteps30pre.log"
-0.261349447712308,"dec.temperature"
0.239629230478689,"sd_steps601"
-1.58288444993274,"home.location1"
1.7174378382442,"send1"
-0.110215210732775,"sd_steps601:send1"
0.401161946188825,"send1:home.location1"
-0.240220905069043,"dosage:send1"
0.394997725579778,"dosage"
