"fit_gee.coefficients","names"
1.00970404874215,"(Intercept)"
0.822143202232834,"sum_step.log"
1.14132763904686,"jbsteps30pre.log"
0.875984838301388,"dec.temperature"
-0.363709460886861,"sd_steps601"
0,"home.location1"
2.84586668172553,"send1"
-1.2876416936562,"sd_steps601:send1"
0,"send1:home.location1"
-0.221471634571886,"dosage:send1"
0.132908363923429,"dosage"
